q40_o,q41_o,q42_o,q43_o,age5,gender,education,income
1,1,4,3,25–34 years,female,University degree,"$100,000-$149,999"
1,3,3,4,45–54 years,female,Apprenticeship/Trades,"$100,000-$149,999"
3,4,4,4,25–34 years,female,University degree,"$100,000-$149,999"
3,3,3,3,55+ years,male,College/CEGEP,"$100,000-$149,999"
3,3,3,3,55+ years,male,University degree,"$25,000-$49,999"
2,3,2,1,55+ years,male,College/CEGEP,"$50,000-$79,999"
2,3,3,3,55+ years,male,Highschool,"$25,000-$49,999"
3,4,4,4,55+ years,male,Highschool,"$100,000-$149,999"
3,3,4,2,55+ years,female,University degree,"< $24,999"
2,3,3,3,35–44 years,female,University degree,"$100,000-$149,999"
1,3,3,1,45–54 years,female,University degree,"$25,000-$49,999"
2,3,4,4,55+ years,male,University degree,"$80,000-$99,000"
1,NA,3,2,55+ years,female,College/CEGEP,"$50,000-$79,999"
2,NA,NA,NA,25–34 years,female,College/CEGEP,"$25,000-$49,999"
3,NA,3,2,55+ years,female,Highschool,"$50,000-$79,999"
2,3,3,2,35–44 years,male,University degree,"$25,000-$49,999"
2,3,4,2,55+ years,male,University degree,"$100,000-$149,999"
1,1,1,1,55+ years,female,University degree,"$25,000-$49,999"
2,3,2,2,16–24 years,female,College/CEGEP,"$50,000-$79,999"
3,4,4,1,55+ years,male,College/CEGEP,"$80,000-$99,000"
2,NA,3,NA,55+ years,male,Apprenticeship/Trades,"< $24,999"
3,3,3,3,55+ years,female,Highschool,"$150,000-$249,999"
3,3,3,1,55+ years,female,University degree,"$100,000-$149,999"
2,4,4,2,55+ years,female,College/CEGEP,"$25,000-$49,999"
2,2,2,2,55+ years,female,University degree,"< $24,999"
3,NA,NA,2,35–44 years,female,Highschool,"< $24,999"
2,3,2,3,45–54 years,female,College/CEGEP,"$100,000-$149,999"
2,3,4,2,35–44 years,male,University degree,"$100,000-$149,999"
2,3,4,2,55+ years,male,Highschool,"$80,000-$99,000"
3,3,4,1,25–34 years,male,PhD,"$25,000-$49,999"
2,2,3,1,55+ years,female,Masters,"$50,000-$79,999"
3,3,4,1,45–54 years,female,College/CEGEP,"$100,000-$149,999"
2,3,3,3,25–34 years,female,Highschool,"$50,000-$79,999"
3,4,3,4,35–44 years,male,Masters,"$80,000-$99,000"
1,1,2,NA,55+ years,male,Highschool,"$50,000-$79,999"
2,2,1,3,55+ years,male,University degree,"$100,000-$149,999"
3,3,3,2,35–44 years,female,University degree,"$50,000-$79,999"
4,3,3,NA,35–44 years,female,College/CEGEP,"$25,000-$49,999"
2,3,3,1,16–24 years,female,Highschool,"< $24,999"
4,4,4,4,45–54 years,male,Medical/paramedical,"$25,000-$49,999"
3,4,4,3,45–54 years,male,University degree,"$25,000-$49,999"
1,3,3,1,55+ years,male,University degree,"$50,000-$79,999"
1,1,1,1,45–54 years,female,University degree,"$250,000+"
3,4,4,4,55+ years,male,Masters,"$100,000-$149,999"
2,1,1,1,55+ years,male,Apprenticeship/Trades,"$100,000-$149,999"
3,1,1,1,55+ years,male,Masters,"$80,000-$99,000"
1,3,3,4,45–54 years,female,University degree,"$50,000-$79,999"
2,3,3,1,45–54 years,female,University degree,"$150,000-$249,999"
3,3,3,3,55+ years,male,University degree,"< $24,999"
3,3,2,1,55+ years,male,College/CEGEP,"$150,000-$249,999"
2,2,3,1,55+ years,female,University degree,"$150,000-$249,999"
3,4,4,1,55+ years,male,Medical/paramedical,"$100,000-$149,999"
3,4,4,4,35–44 years,female,University degree,"$100,000-$149,999"
2,1,1,1,55+ years,female,Apprenticeship/Trades,"$50,000-$79,999"
1,2,2,4,55+ years,male,University degree,"$100,000-$149,999"
3,3,1,1,55+ years,female,University degree,"< $24,999"
2,NA,2,2,35–44 years,female,Masters,"$50,000-$79,999"
3,3,4,1,16–24 years,other,Highschool,"< $24,999"
3,4,4,4,55+ years,male,Masters,"$100,000-$149,999"
3,3,3,1,25–34 years,female,University degree,"< $24,999"
1,NA,4,2,45–54 years,female,University degree,"$150,000-$249,999"
2,4,4,3,55+ years,female,Masters,"$50,000-$79,999"
2,3,3,3,45–54 years,female,University degree,"$250,000+"
4,3,3,4,45–54 years,male,College/CEGEP,"$250,000+"
1,3,3,3,55+ years,female,Apprenticeship/Trades,"$25,000-$49,999"
1,2,2,1,55+ years,male,Apprenticeship/Trades,"$25,000-$49,999"
4,4,4,4,35–44 years,male,University degree,"$100,000-$149,999"
3,3,3,3,45–54 years,male,Highschool,"$50,000-$79,999"
3,3,3,2,55+ years,female,Highschool,"< $24,999"
1,2,2,2,55+ years,female,Highschool,"$25,000-$49,999"
3,4,4,4,55+ years,male,College/CEGEP,"< $24,999"
2,3,3,3,45–54 years,male,College/CEGEP,"$80,000-$99,000"
2,2,2,2,16–24 years,female,Highschool,"< $24,999"
1,3,2,1,55+ years,female,Highschool,"$25,000-$49,999"
3,2,1,1,55+ years,female,Highschool,"$25,000-$49,999"
3,4,3,1,45–54 years,female,College/CEGEP,"$50,000-$79,999"
3,1,2,1,45–54 years,female,Highschool,"< $24,999"
2,3,3,3,35–44 years,male,Highschool,"$25,000-$49,999"
2,3,3,3,55+ years,female,College/CEGEP,"$100,000-$149,999"
3,2,3,3,25–34 years,female,University degree,"$150,000-$249,999"
2,2,2,4,45–54 years,female,University degree,"$80,000-$99,000"
3,3,2,2,25–34 years,male,Masters,"$150,000-$249,999"
2,3,3,3,55+ years,female,College/CEGEP,"$80,000-$99,000"
3,3,3,2,35–44 years,female,University degree,"$100,000-$149,999"
3,4,3,3,35–44 years,female,College/CEGEP,"$80,000-$99,000"
1,NA,3,NA,55+ years,female,College/CEGEP,"$50,000-$79,999"
1,2,3,4,16–24 years,female,Masters,"< $24,999"
2,2,3,3,35–44 years,female,University degree,"$100,000-$149,999"
3,4,4,4,55+ years,female,Highschool,"$25,000-$49,999"
2,3,4,4,55+ years,male,College/CEGEP,"$50,000-$79,999"
3,2,2,2,55+ years,male,College/CEGEP,"$25,000-$49,999"
3,3,3,3,16–24 years,female,Highschool,"$150,000-$249,999"
1,NA,3,NA,16–24 years,female,Highschool,"$25,000-$49,999"
1,NA,3,3,55+ years,female,College/CEGEP,"$25,000-$49,999"
2,3,3,2,25–34 years,female,University degree,"$25,000-$49,999"
2,3,3,3,45–54 years,female,University degree,"$80,000-$99,000"
3,3,4,4,55+ years,male,Masters,"$80,000-$99,000"
2,4,4,3,55+ years,male,Masters,"$50,000-$79,999"
3,4,4,4,45–54 years,male,College/CEGEP,"$80,000-$99,000"
1,1,1,1,55+ years,female,College/CEGEP,"$50,000-$79,999"
1,3,2,1,55+ years,male,Highschool,"$50,000-$79,999"
3,3,3,3,55+ years,female,Apprenticeship/Trades,"$50,000-$79,999"
1,3,4,4,35–44 years,female,University degree,"$150,000-$249,999"
1,3,3,1,55+ years,male,Highschool,"$25,000-$49,999"
4,1,1,1,55+ years,female,University degree,"$100,000-$149,999"
3,4,3,3,25–34 years,female,University degree,"$50,000-$79,999"
2,NA,NA,NA,55+ years,male,College/CEGEP,"$80,000-$99,000"
2,4,4,4,45–54 years,female,Masters,"$250,000+"
3,4,4,4,55+ years,male,College/CEGEP,"$80,000-$99,000"
2,3,2,3,16–24 years,female,University degree,"$80,000-$99,000"
2,3,4,3,55+ years,female,University degree,"$100,000-$149,999"
2,3,2,3,16–24 years,female,Highschool,"$50,000-$79,999"
3,4,4,4,55+ years,male,Masters,"$25,000-$49,999"
3,4,3,4,55+ years,male,College/CEGEP,"$25,000-$49,999"
2,3,4,2,55+ years,male,University degree,"$100,000-$149,999"
3,3,1,2,45–54 years,female,University degree,"$100,000-$149,999"
1,NA,2,2,45–54 years,female,Highschool,"< $24,999"
3,3,3,3,55+ years,male,Masters,"$80,000-$99,000"
2,3,4,3,55+ years,female,University degree,"$150,000-$249,999"
2,3,3,1,45–54 years,female,College/CEGEP,"$100,000-$149,999"
3,3,3,1,55+ years,female,College/CEGEP,"$50,000-$79,999"
3,NA,3,3,45–54 years,female,Highschool,"$50,000-$79,999"
4,2,3,1,45–54 years,male,University degree,"$80,000-$99,000"
3,4,4,4,16–24 years,male,University degree,"< $24,999"
4,4,4,4,55+ years,male,Apprenticeship/Trades,"< $24,999"
3,3,4,2,25–34 years,other,University degree,"$80,000-$99,000"
1,3,4,3,55+ years,female,Highschool,"$50,000-$79,999"
1,3,3,1,45–54 years,female,College/CEGEP,"$100,000-$149,999"
2,NA,2,2,55+ years,female,College/CEGEP,"< $24,999"
2,1,2,1,55+ years,female,University degree,"$50,000-$79,999"
3,3,3,2,55+ years,male,College/CEGEP,"$80,000-$99,000"
3,3,4,3,55+ years,male,University degree,"$25,000-$49,999"
2,NA,3,3,45–54 years,female,Apprenticeship/Trades,"$50,000-$79,999"
3,2,3,3,16–24 years,other,Highschool,"< $24,999"
3,2,3,NA,35–44 years,male,College/CEGEP,"$25,000-$49,999"
1,NA,NA,NA,45–54 years,male,University degree,"$50,000-$79,999"
3,3,3,3,35–44 years,female,University degree,"$50,000-$79,999"
2,2,3,1,55+ years,female,College/CEGEP,"$50,000-$79,999"
3,2,2,2,35–44 years,other,Highschool,"$80,000-$99,000"
3,4,4,4,55+ years,female,Highschool,"$100,000-$149,999"
2,3,3,3,35–44 years,male,University degree,"$25,000-$49,999"
4,4,4,4,25–34 years,male,University degree,"$100,000-$149,999"
2,NA,3,2,55+ years,male,Apprenticeship/Trades,"$25,000-$49,999"
1,4,4,4,55+ years,male,University degree,"$50,000-$79,999"
3,3,3,2,35–44 years,female,Masters,"$150,000-$249,999"
2,NA,3,4,16–24 years,female,University degree,"$50,000-$79,999"
3,3,3,2,25–34 years,female,University degree,"$80,000-$99,000"
2,NA,NA,NA,55+ years,female,College/CEGEP,"$50,000-$79,999"
3,3,4,3,45–54 years,female,University degree,"$150,000-$249,999"
1,4,4,2,55+ years,female,Highschool,"< $24,999"
3,3,3,2,45–54 years,male,College/CEGEP,"$150,000-$249,999"
4,4,3,4,55+ years,male,University degree,"$100,000-$149,999"
2,3,3,1,55+ years,female,Highschool,"$25,000-$49,999"
2,3,3,3,45–54 years,male,University degree,"$25,000-$49,999"
2,4,4,1,55+ years,male,College/CEGEP,"$100,000-$149,999"
2,3,3,2,55+ years,male,University degree,"$25,000-$49,999"
3,3,3,3,55+ years,male,College/CEGEP,"$150,000-$249,999"
2,3,4,4,55+ years,male,College/CEGEP,"$50,000-$79,999"
4,4,4,4,55+ years,male,University degree,"$25,000-$49,999"
3,4,2,1,55+ years,other,Masters,"$100,000-$149,999"
2,NA,3,2,55+ years,male,Highschool,"$25,000-$49,999"
2,3,2,3,35–44 years,male,College/CEGEP,"$100,000-$149,999"
3,2,2,1,55+ years,female,Highschool,"$25,000-$49,999"
3,4,3,4,55+ years,female,University degree,"$80,000-$99,000"
3,3,3,NA,35–44 years,female,Masters,"$100,000-$149,999"
1,NA,NA,NA,45–54 years,female,Highschool,"$25,000-$49,999"
4,3,4,2,25–34 years,female,University degree,"$150,000-$249,999"
3,4,4,2,55+ years,male,Highschool,"$80,000-$99,000"
1,1,1,1,16–24 years,female,Highschool,"$250,000+"
1,NA,NA,NA,55+ years,male,Highschool,"$25,000-$49,999"
4,4,4,1,35–44 years,female,College/CEGEP,"< $24,999"
3,3,3,3,55+ years,male,College/CEGEP,"$50,000-$79,999"
1,NA,NA,3,45–54 years,male,University degree,"$150,000-$249,999"
3,3,3,3,16–24 years,male,University degree,"$250,000+"
3,3,4,3,25–34 years,female,University degree,"$100,000-$149,999"
4,3,4,2,16–24 years,male,University degree,"$25,000-$49,999"
3,3,3,2,35–44 years,male,University degree,"$150,000-$249,999"
3,3,3,3,45–54 years,male,Masters,"$150,000-$249,999"
2,2,4,3,55+ years,female,University degree,"$50,000-$79,999"
1,NA,NA,NA,55+ years,female,Highschool,"$50,000-$79,999"
3,4,3,3,35–44 years,male,College/CEGEP,"$100,000-$149,999"
3,4,4,4,16–24 years,female,Highschool,"$25,000-$49,999"
2,3,3,2,55+ years,male,University degree,"$25,000-$49,999"
3,4,3,3,16–24 years,male,College/CEGEP,"$50,000-$79,999"
4,1,1,1,45–54 years,female,College/CEGEP,"$150,000-$249,999"
2,2,2,2,55+ years,male,University degree,"$80,000-$99,000"
1,2,3,3,55+ years,female,College/CEGEP,"$25,000-$49,999"
3,4,4,4,55+ years,male,Highschool,"$100,000-$149,999"
3,3,3,2,25–34 years,male,PhD,"$50,000-$79,999"
3,2,2,2,55+ years,male,Masters,"$80,000-$99,000"
3,2,3,2,55+ years,female,University degree,"$25,000-$49,999"
1,NA,NA,NA,55+ years,female,University degree,"$80,000-$99,000"
3,3,3,3,35–44 years,female,Highschool,"< $24,999"
1,2,NA,1,16–24 years,female,University degree,"< $24,999"
2,2,2,1,55+ years,female,College/CEGEP,"$25,000-$49,999"
2,2,3,2,16–24 years,male,Highschool,"$25,000-$49,999"
1,1,1,1,45–54 years,male,College/CEGEP,"$50,000-$79,999"
3,3,2,2,16–24 years,female,University degree,"$80,000-$99,000"
2,3,3,3,35–44 years,male,Highschool,"$100,000-$149,999"
3,4,3,3,55+ years,female,University degree,"$100,000-$149,999"
2,2,2,2,55+ years,female,Highschool,"$80,000-$99,000"
4,4,4,1,45–54 years,female,College/CEGEP,"$25,000-$49,999"
1,3,4,1,45–54 years,female,University degree,"$80,000-$99,000"
2,3,3,3,55+ years,male,Highschool,"$25,000-$49,999"
4,2,2,2,35–44 years,other,Highschool,"< $24,999"
1,3,3,2,55+ years,male,Apprenticeship/Trades,"$25,000-$49,999"
1,NA,1,2,55+ years,male,University degree,"< $24,999"
3,3,3,4,35–44 years,male,Highschool,"$100,000-$149,999"
3,4,4,4,45–54 years,female,Apprenticeship/Trades,"$100,000-$149,999"
2,NA,NA,NA,45–54 years,female,Masters,"< $24,999"
3,4,4,2,55+ years,female,University degree,"$100,000-$149,999"
2,2,2,4,35–44 years,male,University degree,"$50,000-$79,999"
3,4,4,3,35–44 years,female,University degree,"$100,000-$149,999"
3,3,2,1,55+ years,male,Masters,"$80,000-$99,000"
4,2,3,4,45–54 years,male,Masters,"$150,000-$249,999"
4,1,1,4,55+ years,male,College/CEGEP,"$80,000-$99,000"
2,4,4,2,45–54 years,female,University degree,"$25,000-$49,999"
3,3,4,3,16–24 years,female,University degree,"$250,000+"
2,2,4,1,25–34 years,female,Masters,"$50,000-$79,999"
2,3,3,3,25–34 years,female,Apprenticeship/Trades,"$50,000-$79,999"
2,3,4,4,55+ years,female,Masters,"$25,000-$49,999"
3,2,1,1,25–34 years,male,College/CEGEP,"$25,000-$49,999"
3,4,4,4,35–44 years,male,College/CEGEP,"$150,000-$249,999"
1,NA,4,3,55+ years,female,University degree,"< $24,999"
3,4,4,4,55+ years,female,College/CEGEP,"$100,000-$149,999"
2,2,1,1,16–24 years,male,University degree,"$100,000-$149,999"
3,3,3,1,25–34 years,female,College/CEGEP,"$50,000-$79,999"
3,3,3,3,45–54 years,male,Masters,"$100,000-$149,999"
2,2,2,3,45–54 years,female,College/CEGEP,"$50,000-$79,999"
3,3,4,2,16–24 years,female,College/CEGEP,"$50,000-$79,999"
1,3,2,1,25–34 years,male,University degree,"$25,000-$49,999"
3,3,4,4,55+ years,male,Masters,"$100,000-$149,999"
3,4,3,4,35–44 years,male,University degree,"$100,000-$149,999"
3,4,4,4,25–34 years,female,PhD,"$80,000-$99,000"
3,2,1,2,45–54 years,female,University degree,"$150,000-$249,999"
4,4,4,1,55+ years,female,College/CEGEP,"< $24,999"
3,3,3,1,35–44 years,male,University degree,"$80,000-$99,000"
2,NA,3,1,45–54 years,female,University degree,"$100,000-$149,999"
3,3,3,1,55+ years,female,College/CEGEP,"$25,000-$49,999"
3,3,3,1,45–54 years,other,College/CEGEP,"$50,000-$79,999"
2,2,2,2,35–44 years,female,University degree,"$80,000-$99,000"
1,3,NA,NA,25–34 years,female,Highschool,"< $24,999"
1,1,1,1,45–54 years,male,University degree,"$80,000-$99,000"
2,4,4,3,55+ years,male,Highschool,"$50,000-$79,999"
2,1,3,1,55+ years,male,Masters,"$25,000-$49,999"
2,NA,3,1,55+ years,male,Masters,"$80,000-$99,000"
3,2,3,3,55+ years,male,University degree,"$100,000-$149,999"
2,2,3,2,35–44 years,male,College/CEGEP,"$100,000-$149,999"
3,1,3,1,35–44 years,male,PhD,"$150,000-$249,999"
1,3,2,2,16–24 years,female,Highschool,"$150,000-$249,999"
1,NA,NA,NA,55+ years,male,University degree,"$25,000-$49,999"
3,3,3,2,55+ years,male,Apprenticeship/Trades,"$100,000-$149,999"
1,NA,NA,NA,55+ years,female,Highschool,"$25,000-$49,999"
1,3,3,1,55+ years,female,College/CEGEP,"$25,000-$49,999"
3,3,3,3,35–44 years,female,Masters,"$150,000-$249,999"
3,4,4,4,35–44 years,female,Masters,"$100,000-$149,999"
3,2,2,1,55+ years,female,College/CEGEP,"$25,000-$49,999"
3,4,3,1,16–24 years,male,College/CEGEP,"< $24,999"
3,3,3,3,35–44 years,female,Masters,"$80,000-$99,000"
3,3,4,3,35–44 years,female,University degree,"$80,000-$99,000"
1,3,4,1,45–54 years,male,Highschool,"$100,000-$149,999"
3,3,3,3,55+ years,male,College/CEGEP,"$100,000-$149,999"
2,3,3,2,55+ years,female,College/CEGEP,"$100,000-$149,999"
3,4,4,3,45–54 years,male,University degree,"$100,000-$149,999"
3,1,3,1,45–54 years,female,University degree,"$25,000-$49,999"
1,2,3,4,45–54 years,male,Highschool,"$150,000-$249,999"
3,4,4,4,55+ years,male,University degree,"$100,000-$149,999"
2,NA,3,3,55+ years,male,University degree,"$50,000-$79,999"
3,3,3,2,55+ years,female,Apprenticeship/Trades,"< $24,999"
1,1,NA,1,55+ years,male,Highschool,"< $24,999"
2,4,3,3,45–54 years,female,College/CEGEP,"< $24,999"
4,3,2,2,55+ years,male,College/CEGEP,"$100,000-$149,999"
2,2,2,1,35–44 years,female,Masters,"$80,000-$99,000"
2,1,3,3,25–34 years,male,College/CEGEP,"$50,000-$79,999"
3,4,4,4,25–34 years,male,PhD,"$150,000-$249,999"
3,4,4,4,35–44 years,female,College/CEGEP,"$50,000-$79,999"
3,3,3,3,25–34 years,male,College/CEGEP,"$100,000-$149,999"
3,1,1,1,45–54 years,female,University degree,"< $24,999"
2,2,2,1,55+ years,female,College/CEGEP,"$25,000-$49,999"
3,3,3,3,45–54 years,female,College/CEGEP,"$80,000-$99,000"
2,3,3,1,25–34 years,male,University degree,"< $24,999"
2,3,3,3,25–34 years,female,University degree,"$80,000-$99,000"
2,3,3,1,55+ years,male,Apprenticeship/Trades,"$50,000-$79,999"
2,2,NA,2,55+ years,male,Masters,"$100,000-$149,999"
2,3,4,3,55+ years,male,Apprenticeship/Trades,"$25,000-$49,999"
2,3,3,2,55+ years,male,College/CEGEP,"$80,000-$99,000"
2,1,1,1,35–44 years,male,College/CEGEP,"< $24,999"
2,3,3,2,45–54 years,female,College/CEGEP,"$150,000-$249,999"
3,3,4,4,45–54 years,male,College/CEGEP,"$100,000-$149,999"
3,2,2,2,45–54 years,male,University degree,"$25,000-$49,999"
3,3,3,3,35–44 years,male,University degree,"$100,000-$149,999"
3,3,4,4,35–44 years,female,University degree,"$80,000-$99,000"
3,4,4,4,55+ years,female,University degree,"$50,000-$79,999"
2,NA,NA,NA,35–44 years,female,Highschool,"< $24,999"
3,2,3,3,55+ years,female,Highschool,"< $24,999"
2,3,3,3,35–44 years,female,University degree,"$50,000-$79,999"
2,3,4,1,25–34 years,female,University degree,"$50,000-$79,999"
3,3,2,2,35–44 years,female,Masters,"$50,000-$79,999"
1,1,2,1,55+ years,male,Highschool,"< $24,999"
2,3,3,2,16–24 years,female,University degree,"$80,000-$99,000"
3,3,3,2,55+ years,male,College/CEGEP,"$25,000-$49,999"
2,1,1,1,55+ years,female,Highschool,"< $24,999"
3,3,4,2,45–54 years,female,College/CEGEP,"$25,000-$49,999"
2,3,3,1,55+ years,male,University degree,"$80,000-$99,000"
4,1,1,1,45–54 years,female,College/CEGEP,"$50,000-$79,999"
3,1,1,1,45–54 years,male,College/CEGEP,"$50,000-$79,999"
3,3,3,2,35–44 years,female,Masters,"$100,000-$149,999"
4,4,4,4,35–44 years,male,College/CEGEP,"$50,000-$79,999"
3,3,2,1,55+ years,male,University degree,"$80,000-$99,000"
2,2,3,2,55+ years,female,College/CEGEP,"$50,000-$79,999"
1,3,3,3,55+ years,male,University degree,"< $24,999"
1,1,2,2,55+ years,female,Highschool,"< $24,999"
3,2,3,1,45–54 years,female,University degree,"$80,000-$99,000"
2,3,3,3,35–44 years,female,Masters,"$25,000-$49,999"
2,4,4,4,25–34 years,male,Highschool,"< $24,999"
1,NA,1,1,55+ years,male,Highschool,"$80,000-$99,000"
2,3,3,3,35–44 years,female,Highschool,"< $24,999"
4,3,4,2,55+ years,female,University degree,"$50,000-$79,999"
3,3,3,3,25–34 years,female,Medical/paramedical,"$100,000-$149,999"
3,3,3,4,55+ years,female,College/CEGEP,"$25,000-$49,999"
3,3,4,3,16–24 years,female,University degree,"$25,000-$49,999"
4,3,3,4,45–54 years,male,Masters,"$25,000-$49,999"
2,NA,NA,NA,25–34 years,female,University degree,"$50,000-$79,999"
3,1,3,4,55+ years,male,College/CEGEP,"< $24,999"
3,4,4,4,45–54 years,male,Apprenticeship/Trades,"$25,000-$49,999"
3,2,3,3,55+ years,male,Highschool,"$250,000+"
2,1,1,2,25–34 years,female,College/CEGEP,"$100,000-$149,999"
2,3,2,2,55+ years,female,Apprenticeship/Trades,"$50,000-$79,999"
2,NA,3,3,55+ years,male,College/CEGEP,"$100,000-$149,999"
2,2,2,2,45–54 years,female,Masters,"$50,000-$79,999"
4,2,4,1,35–44 years,male,Highschool,"$150,000-$249,999"
3,3,3,2,35–44 years,female,College/CEGEP,"$50,000-$79,999"
3,NA,3,3,35–44 years,female,University degree,"$25,000-$49,999"
3,3,4,3,45–54 years,male,College/CEGEP,"$50,000-$79,999"
3,1,4,1,55+ years,other,University degree,"$80,000-$99,000"
1,3,3,3,35–44 years,female,College/CEGEP,"$50,000-$79,999"
3,3,3,1,55+ years,male,University degree,"$100,000-$149,999"
1,4,4,4,55+ years,male,University degree,"$25,000-$49,999"
4,3,4,4,25–34 years,male,University degree,"$100,000-$149,999"
2,4,4,1,45–54 years,other,Highschool,"$25,000-$49,999"
3,3,3,3,55+ years,female,University degree,"$80,000-$99,000"
2,NA,NA,2,45–54 years,female,Highschool,"$25,000-$49,999"
2,2,3,1,55+ years,male,College/CEGEP,"< $24,999"
2,2,2,1,16–24 years,female,University degree,"$80,000-$99,000"
3,4,3,3,25–34 years,female,University degree,"$80,000-$99,000"
